mid,det_lmin2,det_lmin8
2024.10.14startup_a,99.93862520458265,98.54746317512274
2024.10.14startup_a,99.92171189979123,98.14718162839249
2024.10.14startup_a,99.71945137157107,82.60598503740648
2024.10.14startup_a,99.71945137157107,92.79925187032418
2024.10.14startup_a,99.71945137157107,92.79925187032418
2024.10.14startup_a,99.71945137157107,92.79925187032418
2024.10.14startup_a,99.71945137157107,91.02244389027432
2024.10.14startup_a,99.8913043478261,97.55434782608695
2024.10.14startup_a,99.7701809824763,95.0876185004309
2024.10.14startup_a,99.68315866439191,80.45332683402388
2024.10.14startup_a,99.1041162227603,92.32445520581113
2024.10.14startup_a,99.16512059369202,84.66295609152752
2024.10.14startup_a,99.05263157894737,78.66666666666667
2024.10.14startup_a,98.98388227049755,75.43798177995795
2024.10.14startup_a,98.5200845665962,68.75264270613108
2024.10.14startup_a,98.87218045112782,85.19736842105263
2024.10.14startup_a,99.28532160527763,90.2693787795492
2024.10.14startup_a,98.84805266044981,82.39166209544706
2024.10.14startup_a,99.07514450867052,88.55491329479769
2024.10.14startup_a,98.68517165814463,82.46895544192841
2024.10.14startup_a,98.70036101083032,83.10469314079423
2024.10.14startup_a,99.29462832338578,88.93109061313076
2024.10.14startup_a,99.23116350589441,85.28959507944644
2024.10.14startup_a,98.93666204345816,80.16643550624133
2024.10.14startup_a,99.19268030139935,81.3778256189451
2024.10.14startup_a,99.1638795986622,78.81828316610925
2024.10.14startup_a,98.23766364551864,77.84491440080564
2024.10.14startup_a,98.48589125946317,66.13902271163111
2024.10.14startup_a,98.2099267697315,64.11716842961758
2024.10.14startup_a,98.7475280158207,76.99406723796967
2024.10.14startup_a,99.0922121356904,82.84758719541328
2024.10.14startup_a,99.5350639287098,94.53700116234018
2024.10.14startup_a,98.950233281493,84.75894245723173
2024.10.14startup_a,99.15902140672783,88.18807339449542
2024.10.14startup_a,98.9556135770235,78.49216710182768
2024.10.14startup_a,98.67272092210968,68.28501571777855
2024.10.14startup_a,98.67272092210968,68.28501571777855
2024.10.14startup_a,97.882797731569,53.95085066162571
2024.10.14startup_a,97.882797731569,57.58034026465028
2024.10.14startup_a,98.8785046728972,76.60436137071652
2024.10.14startup_a,99.48027403732577,81.10087408457359
2024.10.14startup_a,99.6319018404908,85.17090271691498
2024.10.14startup_a,99.74107638246717,96.98538931015351
2024.10.14startup_a,99.50095057034221,88.30798479087453
2024.10.14startup_a,96.96423977360432,84.69256496012349
2024.10.14startup_a,99.13301956898687,84.32003963339113
2024.10.14startup_a,99.13301956898687,84.32003963339113
2024.10.14startup_a,99.13301956898687,84.32003963339113
2024.10.14startup_a,98.89128426239606,80.56667693255312
2024.10.14startup_a,98.97597479322567,80.22843639228043
2024.10.14startup_a,99.34282584884994,75.90361445783132
2024.10.14startup_a,99.55921245959448,80.07640317367029
2024.10.14startup_a,99.16868721856599,72.87842050571527
2024.10.14startup_a,99.16868721856599,82.05749913404918
2024.10.14startup_a,99.16868721856599,82.05749913404918
2024.10.14startup_a,99.43427620632279,87.28785357737105
2024.10.14startup_a,99.62058335309462,90.84657339340764
2024.10.14startup_a,99.73670352817273,93.87396875548534
2024.10.14startup_a,99.73195139385275,84.43531093638313
2024.10.14startup_a,99.89602828030776,98.2532751091703
