mid,ep,n_utt,sec_start,sec_end,entropy_g,det_g,rmse_g,arguable,converge,disagree,delim,nonarg,iam1,iam2,iam3,iam4,iam5,disput,cumul,explor,bgiveinfo,bgiveopin,bgivesug,baskinfo,baskopin,basksug,bsolid,btension,bagree,bdisagree,btensh,bantag,qset,qprop,directive,commissive,feedback,namep,linkp,names,links,linkc,cprod,proact,struct,ginfo,ktrans,coop,type,pos
2025.03.17startup_b,18,12,4067.0,4223.0,24.89994902909584,91.89648839324929,5.299688756123151,7,1,1,2,4,5,1,2,1,0,1,2,4,4,5,3,1,0,0,0,0,2,2,0,1,0,1,3,1,1,2,1,3,1,1,1,3,3,3,4,0,4,0.4615384615384615
2025.03.17startup_b,19,20,4254.0,4387.0,47.404386057802334,69.3435103638164,9.176754617284235,10,3,2,3,8,9,2,2,1,1,1,4,5,7,7,4,2,2,0,1,1,3,2,1,0,2,2,3,1,2,3,2,3,2,2,0,4,5,5,4,1,4,0.4871794871794871
2025.03.17startup_b,20,22,4390.0,4503.0,55.12541054917849,50.155027908765845,13.014061337150498,7,1,2,2,12,6,2,3,1,0,2,3,2,7,3,3,3,1,0,0,0,2,2,1,0,0,3,2,1,2,1,1,2,1,0,0,2,3,4,3,0,3,0.5128205128205128
2025.03.17startup_b,21,11,4509.0,4551.0,58.890691000000274,32.92240644187442,12.859185493032058,5,3,0,1,3,5,0,2,0,1,0,4,1,4,3,2,1,0,1,1,0,2,0,1,0,0,1,2,0,1,1,0,2,1,0,0,3,2,3,2,0,1,0.5384615384615384
2025.03.17startup_b,22,11,4581.0,4680.0,32.637215229867046,74.23456641194946,10.262732419136915,7,0,1,2,2,5,1,2,1,0,1,1,3,4,3,3,1,0,0,0,0,0,2,1,0,1,1,2,1,0,2,1,2,2,2,0,1,3,3,4,0,4,0.5641025641025641
2025.03.17startup_b,23,15,4685.0,4803.0,36.39455411272589,80.39763763779715,9.723626739830106,9,2,1,2,3,6,1,2,2,0,1,2,4,7,4,3,0,0,0,0,0,2,1,0,0,0,0,3,2,1,2,2,2,1,1,0,2,2,4,5,0,4,0.5897435897435898
2025.03.17startup_b,24,17,4805.0,4910.0,68.44064324687263,42.31637149474532,8.775645590150495,9,2,1,3,4,7,1,2,1,1,0,3,3,7,4,2,2,1,0,0,0,1,1,1,0,0,2,1,1,1,2,2,1,2,1,0,2,3,3,3,0,4,0.6153846153846154
2025.03.17startup_b,25,18,4910.0,5003.0,52.05565249076838,29.533543234645496,8.143476166445822,7,1,1,1,9,6,1,1,1,0,1,2,1,8,2,1,3,1,0,0,1,1,1,2,0,1,3,1,1,1,2,1,0,0,0,0,1,4,4,1,1,3,0.6410256410256411
2025.03.17startup_b,26,11,5008.0,5053.0,58.01274667427116,35.549081852502496,8.380185560381308,4,2,1,2,4,4,1,1,0,1,0,2,1,4,2,2,1,1,0,0,0,2,1,0,0,0,2,2,1,1,1,0,0,0,0,0,2,4,2,1,1,1,0.6666666666666666
2025.03.17startup_b,27,19,5058.0,5167.0,48.40218820636578,65.91357667717392,8.223618614647824,10,3,1,2,4,8,1,2,1,2,0,4,2,9,4,1,2,0,0,1,0,2,1,1,0,1,2,1,1,1,2,1,2,2,2,0,2,2,5,3,0,1,0.6923076923076923
2025.03.17startup_b,28,20,5172.0,5354.0,39.09150107607204,69.71606951729109,9.922336622236498,11,2,1,2,4,7,2,3,2,1,0,3,4,8,4,4,2,1,0,1,0,2,1,1,0,1,2,3,2,1,2,1,3,2,1,0,3,4,3,3,1,4,0.717948717948718
2025.03.17startup_b,29,11,5356.0,5425.0,56.3236090105352,55.833579384981114,7.445248367206773,5,2,1,1,4,4,1,1,1,1,0,2,2,5,3,1,1,1,0,0,0,1,1,0,0,1,2,1,0,1,2,1,0,1,1,0,1,3,2,2,0,4,0.7435897435897436
2025.03.17startup_b,30,22,5433.0,5565.0,57.83375172614187,56.46220616668721,11.997377034450007,9,3,1,2,10,7,1,4,0,1,1,4,3,6,5,5,2,0,1,0,0,3,1,0,0,1,2,5,0,2,1,1,2,2,0,1,3,7,4,2,0,1,0.7692307692307693
2025.03.17startup_b,31,15,5571.0,5659.0,49.82997770944422,51.00569680919384,6.325568046898473,4,2,1,1,9,4,0,2,0,1,0,3,1,5,2,3,2,0,0,0,0,3,1,0,0,1,2,4,1,2,0,0,1,1,0,0,2,6,3,1,0,3,0.7948717948717948
2025.03.17startup_b,32,12,5660.0,5713.0,54.01641622438652,48.40662369322962,14.845996505261636,6,2,0,1,4,5,0,1,1,2,0,3,2,6,2,0,1,0,0,0,0,2,0,0,0,0,2,1,0,1,2,1,1,1,0,0,1,2,4,2,0,1,0.8205128205128205
2025.03.17startup_b,33,10,5715.0,5815.0,53.39526568284212,61.518630681174905,8.891863511157174,7,3,0,2,1,4,0,2,1,2,0,3,3,4,4,1,0,0,0,0,0,3,0,0,0,0,1,1,0,0,1,1,3,2,1,0,2,1,2,3,0,2,0.8461538461538461
2025.03.17startup_b,34,14,5820.0,5902.0,53.941569342344586,52.589223702228665,8.975245964251794,9,2,1,2,3,6,1,2,1,1,1,2,3,5,5,2,1,0,0,0,1,1,1,0,1,1,2,1,0,0,2,2,3,2,1,1,2,2,3,3,0,4,0.8717948717948718
2025.03.17startup_b,35,26,5903.0,6095.0,54.51785906893908,66.82868917973435,7.396346220397626,15,4,1,4,7,10,1,5,2,3,0,6,6,9,9,3,2,1,0,0,2,3,1,0,0,0,4,2,0,1,4,4,3,2,2,1,4,3,5,5,0,4,0.8974358974358975
2025.03.17startup_b,36,13,6095.0,6154.0,56.39256336407118,45.797181179044706,8.038896368939458,7,2,1,2,4,6,1,2,1,1,1,2,3,5,5,2,1,0,0,0,1,1,1,1,0,0,2,1,0,0,3,2,1,1,1,1,2,2,4,3,0,4,0.9230769230769232
2025.03.17startup_b,37,25,6158.0,6270.0,53.84540173474423,44.242416941485544,9.111216407897889,11,4,0,2,9,9,0,3,1,2,0,5,3,8,5,4,1,0,0,1,1,3,0,1,0,1,2,3,2,2,2,1,3,2,1,0,4,5,4,3,0,1,0.9487179487179488
2025.03.17startup_b,38,10,6275.0,6301.0,55.247622151015655,36.042423105459186,4.297954658051347,3,2,0,1,7,3,0,1,0,1,0,2,1,3,2,3,0,0,0,1,0,2,0,0,0,0,1,3,1,2,0,0,1,0,0,0,2,4,1,1,1,0,0.9743589743589745
2025.03.17startup_b,39,12,6304.0,6353.0,60.98777117904001,42.19987516664622,9.246437682218968,4,3,0,1,6,5,0,0,1,2,0,4,1,3,4,0,0,1,0,3,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,2,2,1,1,4,0,1.0
2025.03.24startup_b,0,18,0.0,93.0,56.16300032320052,53.44440457565669,8.732168370940062,3,1,0,2,13,4,0,0,0,0,0,2,0,6,2,1,2,1,0,1,0,2,0,1,0,1,3,1,1,2,1,0,0,0,0,0,2,2,4,1,1,3,0.0
2025.03.24startup_b,1,15,94.0,235.0,44.06122193281021,70.01545171670337,20.334986590255753,7,1,0,2,6,6,0,1,0,0,0,3,1,6,3,2,0,1,0,1,0,1,0,0,0,0,1,2,1,1,2,1,1,0,0,0,3,2,4,2,1,1,0.0333333333333333
2025.03.24startup_b,2,30,236.0,554.0,46.46943875155697,76.67985633901426,8.976693701580594,16,3,3,4,6,9,3,5,1,0,2,4,5,7,9,5,0,2,0,0,0,3,2,0,0,1,2,4,0,1,3,1,5,3,2,0,5,3,3,3,0,4,0.0666666666666666
2025.03.24startup_b,3,27,565.0,865.0,41.98806942248687,73.44010723604374,7.451779315832484,14,3,2,4,6,8,2,5,1,0,1,4,4,7,8,5,0,2,0,0,0,3,1,0,0,1,2,3,0,1,2,1,4,3,2,0,4,4,3,4,0,4,0.1
2025.03.24startup_b,4,28,869.0,1108.0,38.601059218498854,72.40793988399012,7.577351088132735,14,2,3,5,6,7,3,5,1,0,2,3,5,6,8,6,0,1,0,0,0,3,2,0,0,1,1,4,0,2,2,0,3,4,1,0,4,4,2,3,0,4,0.1333333333333333
2025.03.24startup_b,5,21,1115.0,1251.0,55.582755525140946,57.973277019386586,7.275802897946912,11,1,2,3,6,7,2,3,1,0,1,2,3,6,6,3,1,1,0,0,1,1,1,0,0,1,1,2,0,1,1,1,2,2,0,0,3,3,4,2,0,4,0.1666666666666666
2025.03.24startup_b,6,16,1253.0,1348.0,51.65414636126755,60.520814375543374,11.244286612452935,9,2,1,3,4,5,1,3,1,0,0,3,2,5,5,3,1,1,0,0,0,2,0,0,0,1,1,2,0,1,1,1,1,1,0,0,3,3,2,1,0,4,0.2
2025.03.24startup_b,7,19,1350.0,1478.0,41.45073568154948,61.139360201907294,10.169008294801122,9,2,1,3,6,6,1,3,1,1,0,3,2,5,6,3,1,1,0,1,0,2,1,0,0,0,1,2,0,1,0,0,2,3,1,0,3,2,3,2,1,1,0.2333333333333333
2025.03.24startup_b,8,20,1480.0,1619.0,44.00550360585533,51.177691759416135,12.255775491377989,12,2,1,3,4,7,1,3,1,0,1,3,3,8,5,3,2,1,0,0,0,2,1,0,0,2,1,1,0,1,1,0,3,1,0,0,3,2,6,3,0,4,0.2666666666666666
2025.03.24startup_b,9,10,1624.0,1692.0,60.180248381228225,39.88784911726199,10.494956109833582,6,1,1,1,3,4,1,2,1,0,0,2,2,5,3,1,1,1,0,0,0,1,1,0,0,1,0,0,0,0,1,1,1,1,0,0,2,1,3,2,0,4,0.3
2025.03.24startup_b,10,20,1694.0,1847.0,45.34740133899545,58.9939427886036,10.086223985861023,11,2,1,3,5,7,1,3,1,0,0,3,3,7,5,4,1,1,0,0,0,2,1,0,0,1,1,3,0,1,1,0,3,2,1,0,3,3,4,2,0,4,0.3333333333333333
2025.03.24startup_b,11,10,1849.0,1960.0,32.118918207892506,81.36471514832566,8.638862364740485,6,1,1,1,3,4,1,2,0,0,1,1,2,3,4,2,1,0,0,0,0,1,1,0,0,1,0,1,0,0,1,1,1,1,0,0,2,1,2,2,0,4,0.3666666666666666
2025.03.24startup_b,12,16,1962.0,2211.0,35.06584185656212,83.67564171451359,7.177951377915663,9,2,1,2,4,6,1,3,1,0,0,3,2,6,4,3,1,1,0,0,0,2,0,0,0,1,1,2,0,1,1,1,1,1,0,0,2,2,3,2,0,1,0.4
2025.03.24startup_b,13,15,2225.0,2374.0,36.99283884796766,67.51617447666902,7.382961746451519,9,2,1,2,3,6,1,3,1,0,0,3,2,5,5,3,0,1,0,0,0,2,0,0,0,0,1,2,0,1,1,1,2,2,1,0,3,2,2,2,0,4,0.4333333333333333
2025.03.24startup_b,14,15,2396.0,2492.0,44.14229842059288,67.21415994239774,8.213696090337692,8,2,1,2,4,6,1,2,1,0,0,3,2,5,4,3,1,0,0,0,0,2,0,0,0,0,1,2,0,1,1,0,2,1,0,0,3,2,3,1,0,1,0.4666666666666667
2025.03.24startup_b,15,16,2546.0,2746.0,33.391625829543756,77.11260412922702,8.670933127149446,9,2,1,3,4,6,1,3,1,0,0,3,2,5,5,4,1,1,0,0,0,2,0,0,0,1,1,3,0,1,1,0,2,1,0,0,3,3,2,1,0,4,0.5
2025.03.24startup_b,16,22,2749.0,2854.0,57.06016253715323,42.41671101877902,12.21098531578755,8,2,1,2,11,5,1,2,0,0,0,3,1,8,3,4,2,1,1,1,1,3,0,1,0,1,2,3,0,2,1,0,1,1,0,0,2,3,2,1,1,3,0.5333333333333333
2025.03.24startup_b,17,23,2860.0,3174.0,30.244040306784132,80.94927559271945,8.8290901268619,11,3,1,3,8,7,1,3,1,1,0,4,2,6,6,4,1,1,0,2,0,4,0,0,0,0,2,3,0,2,1,0,2,2,0,0,3,3,2,1,2,1,0.5666666666666667
2025.03.24startup_b,18,22,3184.0,3397.0,45.954125567087935,77.40036651467085,8.1621151544532,12,2,2,3,6,7,2,3,1,0,1,3,3,8,6,3,1,0,1,0,0,2,1,0,0,0,1,2,1,1,2,1,2,1,0,0,3,3,5,3,0,4,0.6
2025.03.24startup_b,19,18,3399.0,3677.0,25.936702561436444,90.9200472768507,6.280575297911723,11,2,1,3,4,7,1,3,2,0,0,3,4,6,7,4,1,0,0,0,0,2,0,0,0,1,1,2,1,1,2,2,1,2,1,0,3,2,4,4,0,4,0.6333333333333333
2025.03.24startup_b,20,10,3685.0,3758.0,53.21937041374157,75.28726105269138,8.067482219969316,6,1,0,2,3,4,0,2,1,0,0,2,2,4,4,2,0,0,0,0,0,1,0,0,0,0,0,1,1,1,1,1,1,1,0,0,2,1,3,3,0,2,0.6666666666666666
2025.03.24startup_b,21,18,3796.0,3961.0,35.627440807896484,79.27001798864706,7.895193794748955,10,2,1,2,6,6,1,3,1,0,0,3,3,6,6,3,1,0,1,0,0,2,0,0,0,1,1,2,1,1,1,1,2,1,0,0,3,2,4,3,0,1,0.7
2025.03.24startup_b,22,21,3968.0,4119.0,47.92404697685056,67.48733126961974,10.45618693511022,13,2,1,3,5,8,1,3,1,0,0,3,4,7,7,4,1,1,0,0,0,2,0,0,0,0,1,2,1,1,1,1,2,2,1,0,3,2,5,4,0,1,0.7333333333333333
2025.03.24startup_b,23,15,4119.0,4348.0,28.625090533024817,89.62631085132661,5.610807414712568,10,2,1,3,3,6,1,3,1,0,0,3,4,6,6,3,0,0,0,0,0,1,0,0,0,0,1,2,1,1,1,1,2,2,1,0,3,2,4,4,0,2,0.7666666666666667
2025.03.24startup_b,24,17,4352.0,4563.0,35.25850164635247,87.15392116340064,8.72577523060294,10,2,1,3,5,6,1,3,1,0,0,3,3,6,6,3,1,1,0,0,0,2,0,0,0,0,1,2,1,1,1,1,2,1,0,0,3,2,4,3,0,4,0.8
2025.03.24startup_b,25,15,4573.0,4620.0,53.321792784991175,19.465944953708416,9.787121895782464,7,2,1,2,5,5,1,2,1,0,0,2,2,5,4,3,2,0,0,0,0,3,0,0,0,1,2,2,1,2,1,0,1,1,0,0,2,2,3,1,0,1,0.8333333333333334
2025.03.24startup_b,26,18,4623.0,4716.0,65.61491587501894,51.25285465924822,7.758581201116245,11,2,1,3,4,6,1,3,2,1,0,3,4,6,7,4,0,0,0,0,0,1,1,0,0,1,1,3,0,1,2,1,2,1,0,0,3,2,3,4,0,4,0.8666666666666667
2025.03.24startup_b,27,18,4717.0,4950.0,24.54903513487896,92.31848809994598,5.321681166967838,9,2,1,2,7,6,1,2,1,0,0,3,2,6,5,3,1,1,0,0,0,3,0,0,0,1,2,2,1,2,1,0,1,1,0,0,2,2,3,2,0,1,0.9
2025.03.24startup_b,28,21,4954.0,5137.0,47.12125037115461,65.8768874617597,8.339834000972202,11,2,1,3,7,7,1,3,1,0,0,3,3,7,6,4,1,1,0,0,0,2,0,0,0,1,1,3,0,1,1,1,2,1,0,0,3,2,4,3,0,1,0.9333333333333332
2025.03.24startup_b,29,15,5146.0,5240.0,56.02437700336593,64.79988620376342,12.789576597214255,7,3,0,2,6,6,0,2,0,2,0,4,1,5,4,1,1,1,0,3,1,3,0,0,0,1,1,1,1,2,0,0,1,0,0,0,3,2,3,1,3,0,0.9666666666666668
2025.03.24startup_b,30,9,5242.0,5274.0,61.143948248124595,22.62396889070903,,2,1,0,1,7,2,0,0,0,0,0,1,0,3,1,0,0,0,0,2,1,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1,0,3,3,1.0
2025.03.25startup_a,0,23,0.0,351.0,18.1536234820326,83.5184652070276,7.411875582421945,2,1,0,3,18,3,0,1,0,0,0,2,0,7,1,2,4,0,0,1,1,3,0,0,0,2,2,2,2,3,0,0,0,0,0,0,1,2,4,0,2,3,0.0
2025.03.25startup_a,1,13,362.0,449.0,40.92385708693213,74.20695554774464,13.008949661157308,6,2,1,2,4,5,0,2,1,0,0,3,2,7,3,1,2,0,0,0,0,2,1,0,0,1,2,1,0,2,1,0,2,1,0,0,2,1,5,2,0,1,0.0526315789473684
2025.03.25startup_a,2,14,451.0,738.0,22.2168105321768,93.6909972940518,4.122382465172761,8,2,1,2,3,5,1,2,2,1,0,3,3,6,5,1,1,1,0,1,0,2,1,0,0,0,1,0,0,1,2,1,1,1,1,0,2,0,5,3,0,4,0.1052631578947368
2025.03.25startup_a,3,14,749.0,1019.0,20.501236604898292,95.41565791234449,3.4831899360357457,9,2,1,3,2,4,2,3,2,2,0,2,4,5,6,1,0,0,0,1,0,2,1,1,0,0,1,0,1,1,3,2,1,1,1,1,2,1,4,3,0,4,0.1578947368421052
2025.03.25startup_a,4,41,1023.0,1770.0,25.18010394968685,94.71356547716782,3.17575462925952,24,5,2,6,7,12,2,6,4,3,1,6,9,16,12,5,2,1,1,2,1,5,2,1,0,1,3,2,2,3,5,4,5,4,3,1,6,3,10,7,1,4,0.2105263157894736
2025.03.25startup_a,5,12,1776.0,1847.0,56.478205165408006,67.90090785316168,7.766741964347203,7,2,1,2,3,4,1,2,2,1,0,2,3,5,4,1,1,0,0,1,0,2,0,0,0,0,1,0,1,1,2,1,2,1,1,0,2,1,3,2,1,2,0.2631578947368421
2025.03.25startup_a,6,29,1865.0,2209.0,28.51055644968665,81.58472190732097,7.113323721259191,17,4,1,4,5,9,1,4,3,2,0,5,6,11,9,4,1,1,0,2,1,4,1,0,0,1,2,3,1,2,4,3,4,3,3,0,4,3,7,5,1,4,0.3157894736842105
2025.03.25startup_a,7,14,2217.0,2423.0,42.830000590476075,86.25713167714454,4.963700269142361,8,2,1,2,4,4,1,2,1,1,0,2,3,6,4,2,1,1,1,1,0,2,1,0,0,1,1,1,1,1,2,1,2,1,1,0,2,2,3,2,0,4,0.3684210526315789
2025.03.25startup_a,8,13,2423.0,2696.0,31.088307592356617,91.20349427696196,5.418020883082728,8,2,1,2,3,4,1,2,1,1,0,2,3,5,4,2,1,0,1,1,0,2,0,0,0,0,1,1,1,1,2,1,2,1,1,0,2,2,3,2,1,4,0.4210526315789473
2025.03.25startup_a,9,9,2709.0,2813.0,28.45106624026254,88.87171394392435,5.820463089708444,5,1,2,1,2,3,2,1,1,0,1,1,2,3,3,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,2,1,1,1,0,0,1,0,2,2,0,4,0.4736842105263157
2025.03.25startup_a,10,12,2821.0,2989.0,22.73650851419714,92.71978933771388,4.407715630021328,7,2,1,2,3,4,1,2,2,1,0,2,3,5,4,1,1,1,0,1,0,2,1,0,0,0,1,1,0,1,2,1,2,1,1,0,2,1,3,2,0,4,0.5263157894736842
2025.03.25startup_a,11,38,2995.0,3583.0,23.818276422570825,90.3538849301598,4.899460693825957,22,5,3,5,6,11,3,6,4,2,1,5,9,14,13,4,2,2,1,2,1,5,2,1,0,2,3,2,1,3,5,4,4,4,4,1,5,3,9,7,1,4,0.5789473684210527
2025.03.25startup_a,12,12,3584.0,3695.0,41.02093702761384,73.27254451210344,11.114537044020285,7,2,2,2,2,4,2,2,2,1,1,2,3,4,5,1,1,1,0,1,0,2,1,0,0,0,1,0,0,1,2,2,2,2,1,0,2,1,2,3,0,4,0.631578947368421
2025.03.25startup_a,13,9,3697.0,3794.0,38.81639547746523,85.95712551022359,5.39631110945826,5,1,2,1,2,3,2,1,1,1,1,1,2,3,4,0,0,1,0,1,0,1,1,0,0,0,1,0,0,1,2,1,1,1,1,0,1,1,2,2,0,4,0.6842105263157895
2025.03.25startup_a,14,32,3795.0,4340.0,30.59428075567471,87.44566674779179,5.805919739970861,19,5,3,5,5,10,3,6,4,2,1,5,8,12,12,3,2,2,0,2,1,5,2,1,0,1,3,1,0,3,5,4,3,4,3,0,5,3,7,6,1,4,0.7368421052631579
2025.03.25startup_a,15,17,4370.0,4638.0,26.728292312243504,89.38717723616989,4.68876718379615,10,3,2,3,3,5,2,3,3,1,0,3,5,6,7,1,1,1,0,1,0,3,1,0,0,1,2,0,0,2,3,2,2,3,2,0,3,2,4,4,0,4,0.7894736842105263
2025.03.25startup_a,16,13,4651.0,4780.0,27.40697691259533,91.86140310730175,4.909231814472554,7,2,1,2,3,4,1,2,1,1,0,2,3,5,4,2,1,1,1,1,0,2,0,0,0,1,1,1,1,2,2,1,2,2,1,0,2,2,3,2,1,4,0.8421052631578947
2025.03.25startup_a,17,17,4790.0,4923.0,40.32639607725029,75.74418058764053,7.209879987267602,10,3,1,3,3,5,1,3,3,2,0,3,4,7,6,2,1,1,0,2,0,3,1,0,0,1,2,1,1,2,2,2,3,3,2,0,3,2,5,4,2,2,0.8947368421052632
2025.03.25startup_a,18,15,4956.0,5056.0,52.203389005082094,58.833496884024555,10.67361333800717,8,3,1,2,4,5,1,2,1,2,0,3,3,6,5,1,1,1,1,2,0,3,0,0,0,1,1,1,1,2,2,1,3,2,2,0,3,1,4,3,2,2,0.9473684210526316
2025.03.25startup_a,19,10,5070.0,5114.0,41.076700515902026,76.4921918305296,,2,2,0,1,6,2,0,1,0,1,0,2,0,2,2,1,0,0,0,3,1,2,0,0,0,0,1,1,1,2,0,0,1,0,0,0,1,1,1,1,4,0,1.0
2025.03.31startup_a,0,8,0.0,334.0,8.948445473204192,92.63119389571686,1.4190959707587416,1,1,0,1,8,1,0,0,0,0,0,1,0,3,1,0,1,0,0,1,0,2,0,0,0,0,2,0,0,3,0,0,0,0,0,0,0,1,2,0,1,3,0.0
2025.03.31startup_a,1,22,335.0,568.0,31.480753362017285,80.75296398102277,11.0017227975164,10,3,2,3,6,8,1,4,2,1,1,5,3,8,4,3,2,1,0,2,0,3,1,1,0,1,3,2,2,2,3,2,3,1,1,0,3,2,5,2,1,4,0.0526315789473684
2025.03.31startup_a,2,15,580.0,811.0,28.983858401964685,87.86984556451567,5.9668629203598815,7,2,1,2,4,5,1,3,1,1,0,4,2,6,2,3,2,0,1,1,0,2,0,0,0,1,2,1,1,1,2,1,3,1,1,0,2,2,4,1,0,4,0.1052631578947368
2025.03.31startup_a,3,33,813.0,1352.0,31.270563292015275,88.86931341591233,5.4972067139206064,16,4,1,4,7,12,1,5,2,2,0,7,4,12,5,4,3,1,1,3,1,4,0,0,0,1,4,3,1,3,3,2,4,2,2,0,4,3,7,3,2,1,0.1578947368421052
2025.03.31startup_a,4,18,1354.0,1491.0,41.415336847241015,70.05970331064269,8.995277356042532,9,2,1,2,4,7,1,3,2,1,0,4,3,7,3,2,1,1,0,2,0,2,0,0,0,0,2,1,1,2,2,2,3,1,2,0,3,1,4,2,2,1,0.2105263157894736
2025.03.31startup_a,5,15,1509.0,1633.0,37.18734228921576,81.36012418999414,7.807458046950975,8,2,1,2,3,6,1,3,1,1,0,4,2,6,3,2,1,0,0,2,0,2,0,0,0,0,1,2,1,1,2,1,2,1,1,0,2,2,4,2,1,1,0.2631578947368421
2025.03.31startup_a,6,19,1655.0,1889.0,32.41497594759404,88.05930257024039,5.2092531173537555,10,3,1,2,4,7,1,3,1,2,0,5,3,7,4,3,1,0,0,3,1,3,0,0,0,0,2,2,1,2,2,1,3,1,2,0,3,2,4,3,2,1,0.3157894736842105
2025.03.31startup_a,7,17,1949.0,2145.0,41.97516156172575,82.15488011639042,5.913825575860786,9,3,1,3,3,6,1,3,2,1,0,4,3,6,4,3,1,0,0,2,0,3,0,0,0,0,2,2,0,2,1,1,2,2,1,0,2,3,3,2,1,1,0.3684210526315789
2025.03.31startup_a,8,14,2167.0,2312.0,47.48078049383116,78.99295614368671,6.99879013655434,7,2,1,2,4,5,1,2,1,1,0,3,2,6,3,2,1,0,0,1,0,2,1,0,0,0,2,2,1,1,1,1,2,1,1,0,2,2,3,1,1,1,0.4210526315789473
2025.03.31startup_a,9,9,2313.0,2361.0,43.09991683525299,62.69968067648473,11.329825252899832,5,1,1,1,2,4,1,2,1,0,0,2,2,3,3,1,0,0,0,1,0,1,1,0,0,0,1,1,0,1,1,1,1,1,1,0,1,1,2,1,1,4,0.4736842105263157
2025.03.31startup_a,10,16,2367.0,2557.0,37.19887152397798,77.6091590204909,6.444853731327797,8,2,0,2,4,6,0,3,1,1,0,4,2,6,3,2,1,1,0,2,0,2,0,0,0,1,2,2,0,2,2,1,2,1,1,0,2,2,3,2,1,1,0.5263157894736842
2025.03.31startup_a,11,24,2569.0,3063.0,26.305955255112153,93.61083695096318,4.270283527939108,12,3,2,4,5,8,2,4,3,1,1,5,4,9,5,3,2,1,1,2,0,3,1,0,0,1,3,2,1,2,2,2,2,3,1,0,3,3,5,3,1,4,0.5789473684210527
2025.03.31startup_a,12,17,3068.0,3488.0,18.147896771309355,94.96043207356789,3.632155315618028,9,2,1,3,4,6,1,3,1,2,0,4,3,6,4,3,1,0,0,2,0,3,1,0,0,0,2,3,0,2,1,1,2,1,1,0,2,3,3,2,1,1,0.631578947368421
2025.03.31startup_a,13,28,3491.0,3881.0,37.65436817659249,79.00838877709798,6.548987641767783,15,3,2,4,6,11,2,5,3,2,1,6,5,11,6,4,2,1,0,3,1,4,1,0,0,1,3,3,1,3,3,3,3,2,2,0,4,4,6,4,2,4,0.6842105263157895
2025.03.31startup_a,14,13,3889.0,4018.0,36.947483199328,73.58230630038673,9.95371246323552,8,1,1,2,3,5,1,3,2,1,0,3,3,5,4,1,1,1,0,1,0,1,1,0,0,1,1,1,0,1,2,2,1,2,1,0,2,1,3,3,1,4,0.7368421052631579
2025.03.31startup_a,15,17,4028.0,4206.0,35.418819155350945,82.13177892382767,7.188081721016827,9,2,1,3,4,6,1,3,1,2,0,4,3,6,4,3,1,0,0,2,0,3,0,0,0,0,2,3,0,2,1,1,3,2,1,0,2,3,3,2,1,1,0.7894736842105263
2025.03.31startup_a,16,19,4276.0,4520.0,36.688193416994345,79.61652502413136,7.285275942517576,11,2,3,3,4,7,2,4,2,1,1,4,4,8,5,2,1,1,0,1,0,2,2,0,0,0,2,2,1,2,2,2,2,2,1,0,3,2,4,3,1,4,0.8421052631578947
2025.03.31startup_a,17,11,4573.0,4648.0,34.64289859434862,69.89512509857984,10.640258011092609,6,2,2,2,3,4,1,2,1,1,1,2,2,4,3,1,1,0,0,1,0,2,1,0,0,0,1,1,0,2,1,1,1,1,1,0,1,1,2,1,1,4,0.8947368421052632
2025.03.31startup_a,18,31,4654.0,5091.0,35.43695807294131,85.61697296411673,6.174112676336367,16,4,1,3,8,12,1,4,2,2,0,7,3,12,6,2,3,2,1,3,1,4,0,2,0,2,3,2,1,3,3,2,1,1,1,0,3,2,6,3,2,1,0.9473684210526316
2025.03.31startup_a,19,10,5094.0,5127.0,54.58828861826285,69.80093025583461,,4,3,0,1,4,3,0,1,1,2,0,3,1,3,2,0,0,0,0,3,1,2,0,0,0,0,0,1,1,2,0,0,0,0,0,0,1,1,1,0,3,0,1.0
2025.03.31startup_b,0,12,0.0,124.0,26.874184449100856,85.75122724580073,8.968258608944971,1,0,0,1,11,1,0,0,0,0,0,1,0,3,1,0,2,1,0,1,0,1,0,0,0,2,1,0,1,2,0,0,0,0,0,0,1,1,2,0,1,3,0.0
2025.03.31startup_b,1,13,144.0,375.0,26.14306252987567,95.3442463658078,3.9557886601520944,7,2,0,2,2,7,0,2,1,1,0,4,2,7,4,2,1,1,0,1,0,2,0,0,0,1,0,1,1,1,2,1,2,1,1,0,3,2,5,2,2,2,0.0434782608695652
2025.03.31startup_b,2,14,391.0,510.0,24.979651337810136,81.1216102638612,8.914367313605124,8,1,0,2,3,6,0,2,1,0,0,3,2,8,3,1,2,1,0,0,0,1,0,0,0,1,1,0,2,1,1,0,2,1,0,0,3,2,6,2,0,1,0.0869565217391304
2025.03.31startup_b,3,20,531.0,895.0,30.9456021152596,88.66228243404427,6.069922676609905,12,2,1,3,4,8,1,3,2,1,0,4,4,9,6,3,2,1,0,1,0,2,0,0,0,2,2,2,1,2,2,1,2,1,1,0,3,2,5,3,1,4,0.1304347826086956
2025.03.31startup_b,4,11,926.0,1001.0,49.39888250434775,68.15731501220719,7.976805478048095,8,1,1,2,1,5,1,3,2,0,0,2,4,4,5,3,1,0,0,0,0,0,1,1,0,1,1,2,0,0,2,2,1,1,1,0,2,1,2,2,0,4,0.1739130434782608
