mid,bin,entropy_g,det_g,rmse_g,gini_words,gini_turns,part_entropy,top_share,turnlen_disp,n_active,net_central,eig_central,inout_asym
2024.10.14startup_a,3600,39.488114242846635,82.25148217395295,7.233138925574137,0.4337837837837837,0.25,1.4861268246781998,0.6,0.296938775510204,4,0.5555555555555556,0.6760398725670158,0.3333333333333333
2024.10.14startup_a,3690,28.610405127869086,87.54405195715627,6.752064746565571,0.5,0.22222222222222232,0.876043894656111,0.77,0.4133915574963609,3,0.25,0.6279630301995545,1.0
2024.10.14startup_a,3780,50.10340199817476,70.60408975544718,9.522792142093607,0.04329004329004338,0.20000000000000018,1.5802072139093464,0.37012987012987014,0.23335369578497267,3,1.0,0.7071067811865477,0.1111111111111111
2024.10.14startup_a,3870,23.10421126414441,94.13062656534008,4.985772595840653,0.4738562091503269,0.25,0.17466817243865132,0.9738562091503268,0.42546583850931685,2,,0.7071067811865476,0.0
2024.10.14startup_a,3960,37.53311500931234,89.30376067258918,5.516846273359825,0.5654761904761905,0.1875,1.1007574309202341,0.7589285714285714,0.5727272727272728,4,0.42857142857142866,0.5991599499309479,0.14285714285714285
2024.10.14startup_a,4140,33.24654106338483,82.00874364428988,8.705033663713955,0.4781609195402299,0.22222222222222232,0.9184653471737603,0.7310344827586207,0.3980099502487562,3,1.0,0.7071067811865476,0.2
2024.10.14startup_a,4230,25.330594925177675,79.52677932009863,9.377252362652039,0.6514084507042253,0.3055555555555556,0.6519839455692678,0.8943661971830986,0.5277777777777777,4,0.75,0.6824310582459903,0.25
2024.10.14startup_a,4320,40.68742877834572,75.36367280123751,6.926994819309089,0.5484633569739954,0.2962962962962963,0.7007244220401438,0.8297872340425532,0.46569646569646594,3,1.0,0.7071067811865477,0.0
2024.10.14startup_a,4410,51.242886579907484,69.87052576419597,11.961432460180292,0.4537037037037037,0.3214285714285714,1.4735962781555068,0.5740740740740741,0.19818652849740914,4,0.6923076923076923,0.6811778009628737,0.38461538461538464
2024.10.14startup_a,4500,40.40432974817665,84.7322401391578,6.078394336332063,0.5458612975391499,0.22222222222222232,0.7089289976360231,0.825503355704698,0.5219298245614037,3,1.0,0.7071067811865477,0.0
2024.10.14startup_a,4590,35.4956739524233,90.12241301370202,4.464540240107356,0.19444444444444442,0.0,0.8879763195151349,0.6944444444444444,0.19444444444444442,2,,0.7071067811865476,0.3333333333333333
2024.10.14startup_a,4680,13.569518820348836,96.43953996912725,4.382591096663569,0.4961685823754789,0.25,0.03627522497065782,0.9961685823754789,0.48859315589353614,2,,0.7071067811865476,0.0
2024.10.14startup_a,4770,21.659452470820405,96.56433504465491,4.09857642814962,0.29470198675496695,0.0,0.7323984009474938,0.7947019867549668,0.29470198675496695,2,,0.7071067811865476,0.0
2024.10.14startup_a,4860,44.73881752688232,77.54041676210704,4.57940573182259,0.2894736842105263,0.20000000000000018,1.3635655591385016,0.5986842105263158,0.4183506280720919,3,0.6666666666666666,0.6781631930413624,0.3333333333333333
2024.10.14startup_a,4950,42.10599015137233,85.98320484311833,5.645340265337782,0.3504273504273505,0.26666666666666683,1.1630369589302163,0.5598290598290598,0.2761506276150629,3,1.0,0.7071067811865477,0.1111111111111111
2024.10.14startup_a,5040,24.810164711819795,82.9847698069041,5.58803271044066,0.6445945945945946,0.25,0.7048877352967053,0.8810810810810811,0.49454148471615733,4,0.8181818181818181,0.6881181265647739,0.2727272727272727
2024.10.14startup_a,5130,41.20570996483504,66.8924454205152,9.098666337744046,0.4928571428571429,0.34090909090909083,1.24983192967062,0.5542857142857143,0.3324053452115814,4,0.6000000000000001,0.6767662621499843,0.0
2024.10.14startup_a,5220,44.98907763179103,80.07028788006059,5.080278880371943,0.33769230769230774,0.13235294117647056,1.6822851902375602,0.4338461538461538,0.25395778364116106,4,0.3846153846153846,0.5853974756055957,0.07692307692307693
2024.10.14startup_a,5310,39.194586898982614,91.83374113830511,4.613156960024418,0.2576687116564418,0.22222222222222232,1.4031288708534868,0.5766871165644172,0.10109289617486339,3,1.0,0.7071067811865476,0.2
2024.10.14startup_a,5400,9.50154604285191,96.51309339993973,3.552863550315722,0.6821428571428572,0.16666666666666674,0.5145833282018479,0.9214285714285714,0.6472602739726028,4,0.6000000000000001,0.7028846029370599,0.6
