mid,stage,dur_s,entropy,det,rmse,reorg_rate,secs
2025.03.17startup_a,todo,845.0,31.571284397561822,82.4414327799097,7.011839196532076,3.7869822485207103,845
2025.03.17startup_a,ids,3035.0,23.049344554765767,86.74327544668145,5.691275725122525,2.504118616144975,3035
2025.03.17startup_a,conclude,201.0,26.663091859167682,71.1132451922365,9.291308668405648,5.9880239520958085,167
2025.03.17startup_b,ids,2948.0,22.4339007232615,86.00133577667306,6.7911409955125785,1.6678012253233492,2938
2025.03.17startup_b,headlines,447.0,24.077093869274815,87.00083149927912,7.775838863988872,5.1454138702460845,447
2025.03.17startup_b,todo,430.0,37.422903601194605,68.13888520858966,10.846758713646024,10.232558139534884,430
2025.03.17startup_b,ids,2459.0,39.44911411764468,60.18437572156639,9.182647109600808,3.294021960146401,2459
2025.03.17startup_b,conclude,54.0,48.79021694323201,42.19987516664622,9.384641869922612,0.0,21
2025.03.24startup_b,ids,3133.0,33.47997459362601,69.46129457958939,9.067489646680079,3.577131906739061,3131
2025.03.24startup_b,todo,1498.0,30.439629800987564,79.30612738529418,7.821966118971467,3.0040053404539386,1498
2025.03.24startup_b,ids,500.0,30.88912902425351,77.84266760758767,6.7295211799939985,0.6,500
2025.03.24startup_b,conclude,120.0,46.653596486617175,60.743407377650165,14.056321840139576,19.318181818181817,88
2025.03.25startup_a,segue,1474.0,18.93803737945763,90.37660342171269,4.869958362067729,4.951856946354883,1454
2025.03.25startup_a,rock_review,658.0,23.370818481849085,88.81442878666537,5.439136514876124,6.990881458966565,658
2025.03.25startup_a,todo,360.0,31.98104553014054,82.63593113250647,5.277953754472128,1.6666666666666667,360
2025.03.25startup_a,ids,2454.0,23.621644359120914,87.84167610650499,5.719457971240226,2.6079869600651997,2454
2025.03.25startup_a,conclude,163.0,39.996300588261235,61.77939145299177,10.465672036172588,12.213740458015266,131
2025.03.31startup_a,segue,992.0,24.68631900670798,87.35015523175413,6.841164927098107,4.637096774193548,992
2025.03.31startup_a,scorecard,438.0,29.23182636235877,78.25212854545354,7.915730383361333,2.73972602739726,438
2025.03.31startup_a,rock_review,380.0,30.401008402738846,85.8225419049732,5.41993590174389,0.0,380
2025.03.31startup_a,ids,2868.0,25.504048401138455,84.75515420112258,6.078204374915736,2.580195258019526,2868
2025.03.31startup_a,conclude,119.0,42.95851702857299,77.69327590867549,7.229583816613791,4.597701149425287,87
2025.03.31startup_b,segue,432.0,22.39680726208721,88.81156487876102,6.663191621908184,7.4074074074074066,432
2025.03.31startup_b,scorecard,622.0,29.059779238139075,83.51125418795012,6.790411495072829,3.858520900321544,622
2025.03.31startup_b,rock_review,341.0,34.08812166935809,82.42126725338925,7.326663530406893,6.158357771260997,341
2025.03.31startup_b,todo,505.0,34.17941495470968,75.40691251889963,7.978361062608698,5.742574257425743,505
2025.03.31startup_b,ids,4148.0,18.461128446842203,89.71878314385752,5.107914215305286,2.892960462873674,4148
2025.03.31startup_b,conclude,183.0,26.37028806688299,76.74274252597611,8.06875436045884,4.666666666666667,150
2025.04.07startup_a,segue,400.0,25.352117432029686,91.93221706490371,6.543100338912159,9.0,400
2025.04.07startup_a,rock_review,280.0,28.782344318567965,83.33645458585197,6.560864419191253,6.071428571428571,280
2025.04.07startup_a,headlines,781.0,16.78353760708255,92.53407122176537,4.004323279062382,0.5121638924455826,781
2025.04.07startup_a,todo,303.0,45.24393622576539,69.41769382237695,8.918681638744268,7.590759075907591,303
2025.04.07startup_a,ids,3942.0,27.395967052324526,81.69044471284884,6.876784250533636,3.0441400304414,3942
2025.04.07startup_a,conclude,104.0,24.27385918355295,85.82712085963746,6.354322660575175,0.0,70
2025.04.07startup_b,segue,286.0,35.464086254160776,49.44241878680219,14.240984776055088,4.887218045112782,266
2025.04.07startup_b,headlines,1522.0,29.461060895249357,80.95146210511277,8.149673548140855,1.5768725361366622,1522
2025.04.07startup_b,scorecard,64.0,33.238767810994005,75.36942471452028,8.16154087327719,0.0,64
2025.04.07startup_b,rock_review,568.0,33.93761421877428,72.69765543236997,8.845656113625827,3.345070422535211,568
2025.04.07startup_b,todo,384.0,44.330423149809214,64.79703203817417,9.089063074371841,0.0,384
2025.04.07startup_b,ids,3555.0,33.345286041858905,71.33833182449418,9.413406814841494,3.347398030942335,3555
2025.04.07startup_b,conclude,98.0,29.125924859746206,70.43185746928843,6.934879045814945,0.0,65
2025.04.14startup_a,segue,973.0,30.506073200718415,81.3170259811266,9.062916449033597,10.688591983556012,973
2025.04.14startup_a,ids,3976.0,27.446917313290317,86.77729157450305,5.936345642939171,1.710261569416499,3976
2025.04.14startup_a,conclude,913.0,19.355600906302197,92.39834971420554,4.146843684622232,0.33407572383073497,898
2025.04.14startup_b,segue,509.0,24.270560216247883,89.23808676523761,6.2368875359118965,3.958333333333333,480
2025.04.14startup_b,ids,4438.0,25.892798215023138,85.05381585974538,6.52041737721731,3.717890941865705,4438
2025.04.14startup_b,conclude,264.0,19.472011478231693,90.1069898184534,5.361953460609979,0.0,233
