mid,bin,entropy_g,det_g,rmse_g,liwc_lsm,liwc_posemo,liwc_negemo,liwc_cogproc
2024.10.25startup_a,1890,11.547896903563649,97.70519262949958,3.465123008508986,0.687260005289447,0.023356221389929255,0.01568039950062422,0.195110278818144
2024.10.25startup_a,1980,8.670934661220837,98.06334711647996,2.988888775103755,0.549183952849244,0.011302681992337166,0.009607010417147517,0.16134290858013334
2024.10.25startup_a,2070,32.79400023328023,95.22268002675595,4.047039371427409,0.5292565579248361,0.015245775729646699,0.011674347158218126,0.14934715821812597
2024.10.25startup_a,2160,54.90832330616984,77.44213014366728,7.262358177266895,0.47458853412331964,0.022675736961451247,0.0147688060731539,0.24521811579264993
2024.10.25startup_a,2250,31.638055041978998,85.77914914325012,6.257139977225763,0.45058833883204985,0.07854861993863922,0.008503401360544217,0.2731044805364788
2024.10.25startup_a,2340,30.31125456422907,89.45442576636437,6.675101409369087,0.4499781180875185,0.014905149051490514,0.0017421602787456446,0.41634339914827717
2024.10.25startup_a,2430,62.261189511467705,56.79076423434621,14.445347266103411,0.5042951388809522,0.06495098039215687,0.022794117647058822,0.19522642889011177
2024.10.25startup_a,2520,64.16401413687463,49.63262622313462,16.847699634839003,0.530199658379233,0.03144016227180527,0.0034602076124567475,0.2949968776003855
2024.10.25startup_a,2610,12.20582657823614,96.72457555702945,3.3744707764167527,0.43711621276326407,0.04757265571219059,0.0027906976744186047,0.08170363054083984
2024.10.25startup_a,2790,35.98403926525002,82.60350946437042,7.786358815005494,0.5814744961396248,0.00425531914893617,0.0,0.1482841856414085
2024.10.25startup_a,2880,31.071819682115105,79.29991792961631,8.458242076878621,0.54260775660118,0.008029878618113911,0.015074128380579995,0.2781562576154607
2024.10.25startup_a,2970,31.920170428638293,86.87858734184286,5.522668637503025,0.6464650302564817,0.009283819628647215,0.0,0.20587238432066016
2024.10.25startup_a,3060,48.44534387698566,69.85362649961168,10.320908942969226,0.4305961852514032,0.032292299951136944,0.017066826730692274,0.29449211400060393
2024.10.25startup_a,3150,46.88595082920977,66.65935234124294,14.378418357901417,0.39659797999888863,0.015438596491228071,0.019883040935672513,0.2069924812030075
2024.10.25startup_a,3240,39.24376529287872,66.89936547359363,7.952080916936571,0.6141870031538996,0.04405039405039405,0.0008658008658008659,0.23391342374100996
2024.10.25startup_a,3330,7.7036769218490555,96.28361340474946,4.016199021385771,0.4328701696415131,0.003174603174603175,0.013222058582883325,0.058713794796269016
2024.10.25startup_a,3420,22.418647086420272,96.18218251156792,3.0804880113511413,0.655685605823906,0.02762314439946019,0.0075910931174089065,0.25653677462887986
2024.10.25startup_a,3510,31.597569691774797,91.67956448103035,4.429656910909426,0.5189719265341655,0.032409694350108056,0.006492041609224214,0.25370981448252883
2024.10.25startup_a,3600,30.40246303195084,87.44080632268404,7.777379354832221,0.5403234539916227,0.012591575091575092,0.0,0.3107932121641799
2024.10.25startup_a,3690,39.24419966975479,82.82278377973866,6.224103208227963,0.4599031231872907,0.020705009276437845,0.021415727130012847,0.17996634944003365
2024.10.25startup_a,3780,18.725964829072566,96.17927573088758,3.550180672323783,0.5500958116809206,0.06718346253229973,0.0,0.17958656330749356
2024.10.25startup_a,3870,35.83028581549435,84.63167980645594,7.393964433840898,0.5777007635453344,0.010914154385535783,0.005479371776840131,0.21450271072018742
2024.10.25startup_a,3960,45.27497568541406,86.39815099216574,3.8735721650664976,0.5083529263827493,0.025211878041068943,0.024043715846994537,0.3220258030940209
2024.10.25startup_a,4050,47.94066541830073,84.52931124225857,6.269900392686234,0.29993282499604557,0.11997866453311998,0.023404470772891824,0.2659915364970081
2024.10.25startup_a,4140,7.949738131804787,98.19777712813162,2.6544154587277484,0.6311933237631242,0.016025641025641024,0.00993138317081979,0.196397616468039
2024.10.25startup_a,4230,26.067604825741714,87.97926205168054,7.299485304808029,0.565296396137758,0.006521739130434782,0.01884057971014493,0.18328031106398018
2024.10.25startup_a,4320,35.82274508339908,80.84972089564054,12.070761098596286,0.47689004417344893,0.12987012987012986,0.0016233766233766235,0.13198996607440633
2024.10.25startup_a,4410,54.040027278930715,47.08648080015081,9.48439894503173,0.4497778084237867,0.06681096681096682,0.0032467532467532465,0.1598156893611439
2024.10.25startup_a,4500,45.435547370298686,89.12189224727656,5.291494511006906,0.47188132952139555,0.013675213675213673,0.002564102564102564,0.1526251526251526
2024.10.25startup_a,4680,60.25341255129184,29.43429674900029,14.878340841817375,0.47017745305285596,0.0367139922224668,0.002934918189155477,0.19512591185204922
2024.10.25startup_a,4770,44.32743986002316,42.87562125654549,11.080049756864371,0.480081533929541,0.005558229924404507,0.002032520325203252,0.15635021921928213
2024.10.25startup_a,4860,27.183648628113847,71.48091622826477,11.284176183706473,0.3827939216211975,0.0,0.003968253968253968,0.17273448773448774
2024.10.25startup_a,4950,33.782680947680824,75.43607659975905,10.101427098609838,0.4095267563824445,0.04376050129474787,0.0,0.20143581339098152
2024.10.25startup_a,5040,49.1718722044708,41.43006375247127,11.638526680201212,0.5894990452833274,0.027334267040149393,0.0,0.1278016391741882
2024.10.25startup_a,5130,51.76561102784095,66.21150893325974,12.02576494215582,0.36503255762702125,0.061575776143790846,0.019367851307189543,0.12671080451411332
2024.10.28startup_b,0,17.209656443245755,72.63498439759907,7.810823276564478,0.7107441255589403,0.3045833333333333,0.0,0.29208333333333336
